Time,bandwidth,delay
0,23.94,10
100,32.94,10
200,43.4466666666667,10
300,41.3777777777778,10
400,36.48,10
500,32.585,10
600,41.6733333333333,10
700,45.8620689655172,10
800,44.384,10
900,47.88,10
1000,34.58,10
1100,29.4646153846154,10
1200,31.34,10
1300,33.25,10
1400,34.314,10
1500,42.4138461538462,10
,41.428085106383,10
,38.114,10
,34.7431901840491,10
,30.0356857523302,10
,31.2013333333333,10
,39.8321428571429,10
,36.0449275362319,10
,31.5681935483871,10
,37.8725609756098,10
,37.6782954545455,10
,30.1043669724771,10
,19.7674509803922,10
,15.7626923076923,10
,37.6617073170732,10
,40.9210101010101,10
,36.1564471669219,10
,19.0647868852459,10
,23.6886614173228,10
,24.9992920353982,10
,42.0960465116279,10
,34.9325301204819,10
,32.7888621151272,10
,26.77632,10
,32.3372549019608,10
,41.4920446096654,10
,39.8849149338374,10
,41.7186581469649,10
,31.6800622083981,10
,30.8038591117917,10
,29.935145631068,10
,30.813358778626,10
,40.3300598802395,10
,39.7705309734513,10
,31.4947209653092,10
,30.5326274509804,10
,26.4366666666667,10
,31.6825572979493,10
,36.6430936819172,10
,36.6420749279539,10
,31.8602247191011,10
,37.2847058823529,10
,27.1885957446809,10
,34.3784249628529,10
,45.010612244898,10
,39.1360553633218,10
,43.9535420098847,10
,36.7138461538462,10
,45.3796,10
,46.1125289256198,10
,43.3079365079365,10
,42.0791836734694,10
,32.6508850726552,10
,42.3326495726496,10
,44.0606705202312,10
,43.3153883495146,10
,51.1771863117871,10
,35.5198666666667,10
,16.3436763412489,10
,12.1102953586498,10
,22.5366004415011,10
,23.2113659605551,10
,30.309014084507,10
,33.4819934994583,10
,34.7896195652174,10
,27.7446721311475,10
,32.3164849833148,10
,29.8675096774194,10
,19.5832,10
,21.690294627383,10
,30.6757595628415,10
,36.5297382198953,10
,30.7640045506257,10
,36.0254901960784,10
,39.9985185185185,10
,48.4851612903226,10
,27.6159429477021,10
,26.6476417910448,10
,43.7786413902054,10
,30.3258219178082,10
,31.3412977099237,10
,33.8328743169399,10
,37.3402827521206,10
,39.723768115942,10
,28.6391042204996,10
,16.6595815899582,10
,20.1794271164863,10
,21.2138102643857,10
,34.1125247524752,10
,25.6846524432209,10
,18.2634749034749,10
,16.5171761055081,10
,27.8272272727273,10
,24.8097978596908,10
,26.7560533333333,10
,19.0906560636183,10
,24.3947209920283,10
,22.2209942196532,10
,19.5719342208301,10
,18.9677834525026,10
,17.4648226527571,10
,11.9916875237012,10
,16.7242760690173,10
,11.2922213681783,10
,17.3453822249845,10
,15.0428527449974,10
,16.7793430263866,10
,17.6710536044362,10
,26.6633962264151,10
,16.552245681382,10
,15.3490331366319,10
,12.7777614678899,10
,13.5697379415116,10
,16.7713691507799,10
,12.5405525933107,10
,11.4193541611972,10
,11.7257641921397,10
,15.0189578163772,10
,17.4397667115298,10
,14.4374002280502,10
,17.7551401869159,10
,30.275888093689,10
,19.6543559017376,10
,25.2050103234687,10
,25.1422699798522,10
,13.6640510948905,10
,29.4948314606742,10
,18.0701996762008,10
,45.0771631205674,10
,14.4631066887783,10
,24.3833333333333,10
,18.2357777777778,10
,16.9671269487751,10
,28.871922705314,10
,15.1531964809384,10
,34.2359290873276,10
,19.533487544484,10
,14.8182211019085,10
,17.8597193500739,10
,13.5163013326081,10
,15.2018536585366,10
,14.0653256389118,10
,9.69306711979609,10
,18.2059221658206,10
,14.5303745318352,10
,14.4854252873563,10
,19.3696471639125,10
,29.1292207792208,10
,14.8717509727626,10
,13.9289875546586,10
,22.917622915776,10
,18.096862563628,10
,11.3281005173688,10
,11.8473758865248,10
,22.1238620689655,10
,28.0151957295374,10
,14.6606312197896,10
,17.6207230430682,10
,10.9136396866841,10
,15.0856197074673,10
,10.9386454545455,10
,10.5581053878034,10
,12.7570276008493,10
,13.7350216325353,10
,15.9877685950413,10
,16.5105655836342,10
,18.3895796178344,10
,21.4178902953587,10
,15.4711533586819,10
,11.4643110348771,10
,14.4729638554217,10
,16.2648128342246,10
,16.8981464118283,10
,25.2598011928429,10
,20.7564893617021,10
,19.9435570934256,10
,18.5946867565424,10
,15.4772666168783,10
,20.0574037735849,10
,14.3897617217525,10
,12.8794295028525,10
,15.8518107156824,10
,11.6076418214195,10
,8.25395905511811,10
,13.0236573511543,10
,12.0175245986535,10
,8.1944384057971,10
,11.2898514361175,10
,14.9532111745269,10
,13.0035637663886,10
,15.6819139525533,10
,12.4703350585672,10
,11.450195575505,10
,13.9463109213803,10
,10.422630480167,10
,14.5272442915233,10
,13.9286164422802,10
,15.4070424242424,10
,10.5272738772929,10
,10.8431542999069,10
,10.9256601389766,10
,14.4614932126697,10
,10.9693760539629,10
,16.4150759878419,10
,13.4541390728477,10
,15.2432490272374,10
,14.8945371219065,10
,16.1616866537718,10
,20.8451021846371,10
,16.8804692082111,10
,19.7450393700787,10
,22.4011457800511,10
,15.6385185185185,10
,18.7013289849164,10
,20.8251968503937,10
,17.7148885586924,10
,14.7828641671789,10
,24.0912,10
,38.8698673740053,10
,30.1369914263445,10
,33.1285929993137,10
,26.998762641285,10
,16.3646575342466,10
,21.1481694644285,10
,21.3771689497717,10
,17.8576397515528,10
,26.9307591623037,10
,21.040120240481,10
,12.7905164992826,10
,7.29241093620547,10
,14.8313896457766,10
,19.9932520325203,10
,13.3765525598304,10
,19.1005161290323,10
,14.4722275899088,10
,15.7362222222222,10
,18.8497063903282,10
,21.7976216216216,10
,18.6373352643012,10
,19.5533333333333,10
,27.570081300813,10
,31.5492382495948,10
,28.0163636363636,10
,27.8491089108911,10
,20.6703338315894,10
,15.9854545454545,10
,13.0446571659048,10
,14.4786998916576,10
,17.5013712480253,10
,15.8674586338566,10
,15.5148537275873,10
,18.9681974248927,10
,10.3595854308558,10
,11.7424175824176,10
,11.4624448897796,10
,12.9267092846271,10
,19.5005426739023,10
,24.1295047784535,10
,19.3472333469555,10
,19.8548256880734,10
,18.9350797266515,10
,18.9151604278075,10
,16.5032186459489,10
,11.8014446952596,10
,14.5362846975089,10
,14.656592062071,10
,17.5139518900344,10
,19.0519254658385,10
,18.7312779369628,10
,19.4188778877888,10
,23.919137254902,10
,26.1443518518519,10
,16.7599228915663,10
,21.5150962223806,10
,18.9756976744186,10
,20.8218591549296,10
,20.447334643091,10
,22.6931589701676,10
,18.5782,10
,11.022213592233,10
,12.9384989858012,10
,14.6503675344564,10
,15.3761202376791,10
,17.9028332063976,10
,14.5309955156951,10
,11.9665484429066,10
,14.5247414702779,10
,15.3729511093658,10
,20.2652256351915,10
,19.1798040130658,10
,16.8646700507614,10
,12.8533664185277,10
,12.1363348647269,10
,19.2402424242424,10
,28.0522562674095,10
,16.4631525851198,10
,14.0379594689029,10
,21.1194536213469,10
,23.8668284789644,10
,21.3415576323988,10
,26.500202020202,10
,28.766055854973,10
,24.366676300578,10
,21.2173844812554,10
,22.5313440860215,10
,16.6090631808279,10
,34.4257971014493,10
,26.6885071942446,10
,27.1434196891192,10
,33.0692768309535,10
,37.4035245901639,10
,27.9227586206897,10
,25.6445858184228,10
,24.6044856921887,10
,15.7009737827715,10
,16.9850647668394,10
,24.6014054054054,10
,27.2500801282051,10
,28.95676,10
,28.8972727272727,10
,26.8284662576687,10
,25.1008273009307,10
,20.7614814814815,10
,22.456512455516,10
,28.2619908116386,10
,31.3171671388102,10
,25.5931554606901,10
,23.1863670982483,10
,33.3261359570662,10
,32.6303741746148,10
,32.4345537567455,10
,27.7269295302013,10
,30.6879717457114,10
,21.8421350762527,10
,20.4942190812721,10
,26.9632720970537,10
,26.0660149253731,10
,28.7671422162405,10
,27.6217777777778,10
,30.8689950717806,10
,18.7538961553706,10
,25.5769230769231,10
,23.152221180881,10
,23.7798895027624,10
,19.5259365170146,10
,28.7718352059925,10
,22.5078766043684,10
,27.8504342544792,10
,28.2191304347826,10
,23.2535951991271,10
,24.5435803876853,10
,34.5636235708004,10
,27.4223466407011,10
,33.0408805031447,10
,35.4771488178025,10
,29.9670886075949,10
,22.8978773701059,10
,26.819654465593,10
,31.1266666666667,10
,35.0090322580645,10
,37.094191092501,10
,24.8622191496716,10
,35.7477020602219,10
,32.5841965364478,10
,33.557275862069,10
,34.7040816326531,10
,27.8508333333333,10
,29.9947610180012,10
,30.9713451327434,10
,37.0299674872271,10
,33.8794843462247,10
,26.0318295885614,10
,37.1054093836247,10
,31.0439203980099,10
,35.1936409227683,10
,24.707501049979,10
,29.3441142468548,10
,30.8595202646816,10
,26.8950128534704,10
,31.8909000497265,10
,26.993176882662,10
,31.5143558282209,10
,43.2640199750312,10
,42.2910213776722,10
,47.0405259862242,10
,40.4081242807825,10
,39.4526231302444,10
,50.4611320754717,10
,55.4065558562041,10
,47.7357075471698,10
,37.3172532611371,10
,42.1399175014732,10
,38.0020019756338,10
,34.2401498688647,10
,28.9589283564118,10
,31.7080287597364,10
,41.5963845876846,10
,32.5667063197026,10
,33.7526162790698,10
,36.2006963249516,10
,39.803238676367,10
,38.973871961657,10
,29.0340088105727,10
,36.8497604790419,10
,43.3496875,10
,41.2182460910945,10
,40.0447694225177,10
,28.8542372881356,10
,40.8955036691127,10
,36.9030281995662,10
,43.1877202349173,10
,49.1774019607843,10
,47.2178540772532,10
,53.7922724296005,10
,41.5507679535077,10
,42.9526358475264,10
,39.7644585987261,10
,38.0455572900406,10
,38.9411627906977,10
,39.8657510729614,10
,34.8510111495579,10
,54.3346976744186,10
,34.6227902895584,10
,30.7717889447236,10
,21.9882924226254,10
,14.4551616967661,10
,16.5293333333333,10
,24.0640414507772,10
,18.2709948506694,10
,19.3358699960365,10
,19.5440445416584,10
,20.5961560574949,10
