Time,bandwidth,delay
,20.0974715025907,5
,20.1160694896851,5
,10.2973362445415,5
,18.0351773049645,5
,16.0652968897267,5
,20.15216,5
,14.8664576802508,5
,13.5877121029353,5
,17.8202701350675,5
,15.8534294871795,5
,19.5519708029197,5
,20.8351219512195,5
,28.791364764268,5
,23.6001224177506,5
,21.2542303552207,5
,16.5171822586657,5
,16.7576165305142,5
,26.0271535580524,5
,25.5376729559748,5
,23.0542390194076,5
,18.6557446808511,5
,23.5585403329065,5
,19.761320208454,5
,19.589,5
,28.4195576619273,5
,22.0487317719841,5
,23.1543801652893,5
,17.4522897423432,5
,20.451775171856,5
,27.8057580398162,5
,23.1165859872611,5
,18.9159541469993,5
,21.0196714435512,5
,22.2200279916025,5
,33.3771675053918,5
,20.4509587073609,5
,18.5054459138691,5
,17.9835965598124,5
,21.507197696737,5
,18.9413422818792,5
,14.8641414141414,5
,18.3457142857143,5
,16.9952432432432,5
,18.1504775380262,5
,19.5402635914333,5
,19.4455992844365,5
,15.839896373057,5
,21.2469858156028,5
,19.2191771894094,5
,20.6631884057971,5
,23.2863203841117,5
,16.4418037135279,5
,18.7973333333333,5
,18.7247415914684,5
,12.6369377483444,5
,12.1761543492479,5
,16.4117639344262,5
,17.6229475100942,5
,19.1585999113868,5
,17.6882981530343,5
,16.3134765100671,5
,19.2530502793296,5
,17.6798109090909,5
,16.2798213672278,5
,14.5577464788732,5
,12.4971944739639,5
,13.4106489184692,5
,13.8855164954029,5
,14.4248433048433,5
,14.360736196319,5
,14.9570491803279,5
,17.418904376013,5
,18.2435111297774,5
,13.0988479388479,5
,15.8954549696687,5
,13.1454140319181,5
,12.8854342285826,5
,11.5622608348312,5
,11.3645423863411,5
,12.0765671641791,5
,16.6212185215272,5
,18.5447814910026,5
,14.4331117824773,5
,19.8608106116433,5
,19.9819492107069,5
,15.1774145616642,5
,16.056901521217,5
,15.4747297297297,5
,14.5484143518519,5
,15.4866379310345,5
,18.1572465581977,5
,14.635960980754,5
,14.4490931989924,5
,17.6038202247191,5
,17.8841178256909,5
,19.5132467532468,5
,17.9018348623853,5
,23.8776119402985,5
,7.40534275031159,5
,13.4058069419813,5
,18.642312762133,5
,17.2960661345496,5
,18.0676241771394,5
,23.3738546661748,5
,22.2182674366948,5
,20.8066615969582,5
,23.848275862069,5
,18.7484638472033,5
,13.2463922793074,5
,13.9986672436175,5
,20.6607407407407,5
,19.7424406637261,5
,30.4315025906736,5
,22.3252150294251,5
,20.6266666666667,5
,24.8395697564062,5
,26.1051656686627,5
,31.1742377260982,5
,25.5782653061225,5
,19.6658205031919,5
,18.6348778333824,5
,17.2268373189626,5
,20.3079069767442,5
,33.8902220549492,5
,19.5789587426326,5
,16.4708898802536,5
,37.023299389002,5
,28.8984989858012,5
,16.0220257469031,5
,17.809120908845,5
,16.3581990249498,5
,24.1693557978196,5
,20.524641221374,5
,24.7137984496124,5
,26.1484379562044,5
,22.5467454149829,5
,21.3340833615723,5
,22.4785990590695,5
,23.8521754862053,5
,18.1639280075781,5
,19.5534204386374,5
,16.7665170986713,5
,14.7703731343284,5
,14.2081981544439,5
,17.9571300448431,5
,19.8659453836151,5
,17.0775413711584,5
,30.3151543942993,5
,21.753025404157,5
,26.415991861648,5
,22.7436042402827,5
,27.4208416010948,5
,22.2550367892977,5
,21.2256988942444,5
,19.8956498813604,5
,18.9977647058824,5
,24.9987960872837,5
,25.0881029411765,5
,22.8645179856115,5
,19.8783484073928,5
,26.2582389937107,5
,21.8187341772152,5
,24.1258283433134,5
,14.2132405673,5
,12.2813773995646,5
,15.7118979118329,5
,18.7596091568956,5
,15.3160934891486,5
,20.1614432989691,5
,21.3749697162894,5
,29.1508329947176,5
,22.4042396313364,5
,15.2179491320145,5
,16.9779470198676,5
,18.3527915194346,5
,24.4256533827618,5
,23.3986622390892,5
,27.0057029177719,5
,27.0058,5
,25,5
,28.7620854271357,5
,31.6770192307692,5
,27.1544051644636,5
,43.1814953271028,5
,35.9542350332594,5
,24.5291666666667,5
,27.6406714628297,5
,26.1031392045455,5
,22.5601111419839,5
,15.5913343799058,5
,21.1547952025345,5
,26.5586394557823,5
,23,5
,20.8264232902033,5
,26.6892278481013,5
,20.2899978925184,5
,17.7969408369408,5
,24.734893274265,5
,33.8599719495091,5
,32.6683848558527,5
,26.4261992031872,5
,30.942431372549,5
,27.3310782241015,5
,26.4280873362445,5
,32.1992162351295,5
,27.6491273139403,5
,25.0320447284345,5
,19.0078791976561,5
,16.2194204946996,5
,13.6148379986775,5
,10.6278965873837,5
,13.3307698444356,5
,11.34293977813,5
,10.5002894954508,5
,10.6279090909091,5
,18.3496812988575,5
,10.7798605855407,5
,12.0338818897638,5
,21.5732451393065,5
,17.352853439681,5
,11.3600470772852,5
,14.3264484524605,5
,12.0376629570747,5
,11.9993228346457,5
,11.3405947323704,5
,17.4765179282869,5
,17.139744510978,5
,19.0239541547278,5
,12.6772112382934,5
,14.3895854063018,5
,16.1220892274211,5
,33.2625867507886,5
,13.5437970540098,5
,15.7127224435591,5
,15.6661995249406,5
,11.8303317535545,5
,12.7536847885777,5
,17.1997590361446,5
,13.8029126213592,5
,13.1393740120139,5
,14.4717951920075,5
,12.0090118577075,5
,12.7089476825144,5
,13.3475377283558,5
,15.3134868943606,5
,19.1673741903338,5
,16.3128478632479,5
,13.0778743961353,5
,15.3065285412262,5
,17.5136130081301,5
,11.9469896193772,5
,14.6296951638781,5
,16.1876604749589,5
,14.2239829216224,5
,16.7136312849162,5
,15.0299529170931,5
,13.6885748218527,5
,17.5138368298368,5
,16.8058134243458,5
,19.521114922813,5
,16.8381991814461,5
,20.0315147665926,5
,19.9031067961165,5
,17.4572258263825,5
,22.2731041776838,5
,25.340442687747,5
,28.1507313642757,5
,28.5730260869565,5
,24.8055398361876,5
,30.1574837971788,5
,30.3485399915362,5
,27.9939252336449,5
,23.6034939759036,5
,33.3562742316785,5
,36.5806595744681,5
,25.3904330708661,5
,22.2678220140515,5
,22.9668761285663,5
,27.0740069686411,5
,24.1354980793854,5
,29.7236316337149,5
,20.8931437944232,5
,19.6665573770492,5
,19.1451531531532,5
,14.2252173913043,5
,17.3204534119247,5
,22.6367901234568,5
,23.1123829344433,5
,20.4140983606557,5
,19.8505294117647,5
,21.8415555555556,5
,19.1009219011225,5
,15.7058261446583,5
,23.2740733859731,5
,18.8074757937402,5
,23.4347853450214,5
,22.2157811440199,5
,20.3766633682961,5
,17.2088066167783,5
,22.1269167429094,5
,14.3043335290664,5
,19.0504895104895,5
,18.5924963072378,5
,14.4010141509434,5
,18.3419788970735,5
,14.4813483146067,5
,12.3181839622642,5
,13.8892475830181,5
,21.4073626373626,5
,20.456526801847,5
,17.8751157728082,5
,17.5745116646896,5
,17.8728336079077,5
,13.9640680680681,5
,16.3073939876568,5
,14.6688515406162,5
,18.2496202531646,5
,18.4926899785114,5
,20.5293118235654,5
,26.2047058823529,5
,17.2386266094421,5
,17.8453051359517,5
,17.3858695652174,5
,19.4491248770895,5
,24.4333090909091,5
,20.3143331488655,5
,20.2238746190684,5
,27.7909589041096,5
,31.7989960784314,5
,26.3995666092096,5
,22.7444943820225,5
,26.7659170243205,5
,24.1888082901554,5
,19.4166231205324,5
,14.0305331179322,5
,11.3163163163163,5
,13.1704422253923,5
,14.4165014824227,5
,17.4865438526232,5
,14.9428787878788,5
,26.2126923076923,5
,23.3676860622463,5
,23.6092469352014,5
,25.2428415300546,5
,34.1713713949382,5
,26.1115909090909,5
,23.6216216216216,5
,22.2336470588235,5
,22.7387096774194,5
,19.9081468531469,5
,22.2132542372881,5
,23.3177212121212,5
,24.6120444915254,5
,27.8467804323094,5
,26.2130051009093,5
,25.6050094339623,5
,18.7354639175258,5
,21.9829519257802,5
,24.9228894806924,5
,30.5242585551331,5
,24.9600514304082,5
,17.0432976092333,5
,18.1732396345748,5
,18.287579755337,5
,20.4859328796057,5
,9.74703747534517,5
,12.0439484286865,5
,9.99623347569657,5
,11.7120637388263,5
,7.19961441743504,5
,10.024176690988,5
,13.360265625,5
,29.5553133961491,5
,25.8170288423548,5
,28.0303923521211,5
,23.5395931651749,5
,22.0150408083949,5
,22.5117721261445,5
,22.6523439458511,5
,28.0494117647059,5
,25.6108667287978,5
,22.4854760031471,5
,35.2806431852986,5
,33.1982335329341,5
,38.6010865445357,5
,37.6608159866778,5
,38.1249809885932,5
,33.8790333716916,5
,25.7430872483221,5
,23.7991011235955,5
,23.8927567567568,5
,20.1254617414248,5
,14.7674975845411,5
,22.0634330418776,5
,19.5665540963102,5
,21.540365230095,5
,28.4368438724119,5
,41.4290145985401,5
,24.3734325889165,5
,29.7701102130786,5
,29.5869451073986,5
,36.9255027624309,5
,42.4151582045622,5
,42.5970086956522,5
,48.1314909090909,5
,47.2310299488678,5
,33.3820381328074,5
,40.7470125223614,5
,25.3884909090909,5
,30.3910366232154,5
,22.034807073955,5
,36.0264093728463,5
,28.0384858044164,5
,35.9325874125874,5
,21.0369344141489,5
,29.3476718092567,5
,45.6572307692308,5
,48.8832912912913,5
,45.4571255306246,5
,34.3428166666667,5
,21.5261023622047,5
,26.7959581881533,5
,33.2053864851726,5
,31.6905098039216,5
,18.5531988472623,5
,25.0349072929543,5
,26.9671810779372,5
,30.2324731182796,5
,23.5316808424463,5
,14.5922180774749,5
,31.1113892709766,5
,28.400202020202,5
,22.1831168831169,5
,22.2538936644381,5
,26.2953518123667,5
,28.4929933307179,5
,28.7744256455922,5
,35.6991571906355,5
,28.312183908046,5
,31.5821343050495,5
,39.911706601467,5
,34.6563399180022,5
,30.8585273159145,5
,32.0343824336688,5
,35.9162966859548,5
,24.6955942028986,5
,26.5740645947593,5
,30.7802245862884,5
,32.2843101711984,5
,34.2035135135135,5
,37.9955247661933,5
,33.3799541984733,5
,39.0612003810734,5
,28.8086692810458,5
,36.2999327422806,5
,31.4474314965372,5
,25.9457967528563,5
,37.8112101910828,5
,29.4297872340426,5
,27.7893050325231,5
,27.2125398996808,5
,36.054704,5
,36.4951557955962,5
,35.7021607717042,5
,42.460724478595,5
,35.3187870434183,5
,35.5266890080429,5
,42.5468425391591,5
,42.4025327838142,5
,41.8546325878594,5
,36.6209286128845,5
,35.5773734297678,5
,28.1477344145971,5
,32.0622816548266,5
,25.0257474069555,5
,35.3424069675376,5
,26.8805936920223,5
,28.6806012571741,5
,32.5199828473413,5
,36.6402721088435,5
,27.2477545857053,5
,21.6423034551828,5
,28.1883358171883,5
,27.2362492981471,5
,22.5532842152266,5
,33.5230723781388,5
,28.5841720430108,5
,59.8393111366246,5
,32.2130718954248,5
,35.502576475657,5
,36.3472741078208,5
,31.5727485976543,5
,39.1188750817528,5
,9.22839496139781,5
,3.89445714285714,5
,3.88749166503236,5
,3.90047819971871,5
,3.90394758394758,5
,4.02115125049623,5
,7.02531796502385,5
,29.832842519685,5
,43.3929757785467,5
,34.4049856967716,5
,48.148899900892,5
,32.6144580584354,5
,43.9405063291139,5
,39.2110401087695,5
,25.36,5
,41.3918638297872,5
,30.5256291883842,5
,29.7836921360848,5
,35.3731636363636,5
,21.708890115958,5
,25.8709036144578,5
,29.959185257032,5
,23.2886728971963,5
,39.55952,5
,27.2297010372178,5
,24.4290967741935,5
,47.1629888268156,5
,45.1061478599222,5
,23.7937371854613,5
,46.6977777777778,5
,22.850775862069,5
,33.6044126074499,5
,23.4096703296703,5
,40.428051948052,5
,35.7793558776167,5
,45.5272607260726,5
,30.337843866171,5
,35.6419109947644,5
,35.0265693430657,5
,27.3982157339822,5
,41.6025806451613,5
,33.6543,5
,26.886385046729,5
,29.9381869688385,5
,30.5592604006163,5
,30.364463840399,5
,40.2712466124661,5
,54.6079395085066,5
,37.9972084481175,5
,37.8958346094946,5
,37.9712409571508,5
,37.5427154929577,5
,42.4046463335496,5
,33.8128405797101,5
,23.8425641025641,5
,37.9729216152019,5
,51.6433734939759,5
,44.4410591900312,5
,35.0151537515375,5
,42.2620218579235,5
,36.6133333333333,5
,38.939584120983,5
,42.4013913043478,5
,26.2987240143369,5
,28.2191304347826,5
,38.6743572621035,5
,33.7183098591549,5
,31.5837277147488,5
,20.4863833477884,5
,30.6126962457338,5
,38.1456790123457,5
,49.6352512745812,5
,55.4652570320078,5
,49.4146153846154,5
,47.9884484711212,5
,32.829059645352,5
,74.8247422680412,5
,57.3532569558101,5
,55.4918842845973,5
,45.9660134784863,5
,51.3873291925466,5
,46.9163275434243,5
,47.8659072847682,5
,48.7656123662307,5
,55.0780872011252,5
,61.5057873485868,5
,45.0552941176471,5
,37.1333090246126,5
,35.31983014862,5
,40.7217276995305,5
,23.1878793590952,5
,32.112800982801,5
,35.7616227180527,5
,19.7559681697613,5
,29.7607730851825,5
,40.9410256410256,5
,38.6781194906954,5
,40.8694912427023,5
,31.2650677290837,5
,30.0602284843869,5
,27.9421886792453,5
,36.0264190981432,5
,37.2083897801545,5
,42.2914006514658,5
,39.0828758169935,5
,42.4803171806167,5
,42.8106976744186,5
,37.4679028132992,5
,42.2591489361702,5
,39.0526315789474,5
,42.4560169043846,5
,39.7366249254621,5
,39.9287789799073,5
,39.5400754716981,5
,41.4420059701493,5
,44.2257704918033,5
,39.3395048004042,5
,37.7971922005571,5
,41.0932166301969,5
,37.0004569892473,5
,45.3859357277883,5
,33.9305454545455,5
